Model;Brand;Price;Foreign Currency;Date of Currency;Gear;Fuel;Engine Displacement;Transmission;Horsepower;Mortgage;Confiscation;Inspection;Year;Km;Area of Use;Colour;Top Speed;Luggage Volume;0-100;Max Torque;Cylinder;Tank;Consumption;Valve;Kaput;Tavan;Ön Tampon;Arka Tampon;Sağ Ön Çamurluk;Sağ Ön Kapı;Sağ Arka Kapı;Sağ Arka Çamurluk;Sol Ön Çamurluk;Sol Ön Kapı;Sol Arka Kapı;Sol Arka Çamurluk
passat;volkswagen;2250000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;19.05.2023;2022;13000;sedan;mavi;220;586;;250;4;66;6.2 (şi̇) / 5 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
tiguan allspace;volkswagen;2220000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;26.05.2025;2022;14450;arazi aracı;siyah;200;760;;250;4;58;6.6 (şi̇) / 5.6 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
passat;volkswagen;1999900;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;5.02.2025;2022;10140;sedan;gri;220;586;;250;4;66;6.2 (şi̇) / 5 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
tiguan allspace;volkswagen;1915900;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;22.04.2025;2022;37571;arazi aracı;gri;200;760;;250;4;58;6.6 (şi̇) / 5.6 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
passat;volkswagen;1829000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;30.06.2025;2022;27924;sedan;gri;220;586;;250;4;66;6.2 (şi̇) / 5 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;boyalı
tiguan;volkswagen;1640000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;10.06.2025;2022;13185;arazi aracı;mavi;202;615;;250;4;58;6.6 (şi̇) / 5.5 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
golf;volkswagen;1629000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;15.04.2025;2022;23402;hatchback;limon sarısı;224;380;;250;4;50;5.9 (şi̇) / 4.1 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
passat;volkswagen;1627000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;30.06.2025;2022;40429;sedan;pirit gümüş;220;586;;250;4;66;6.2 (şi̇) / 5 (şd);16;saglam;saglam;çizik;çizik;çizik, ezik;saglam;saglam;saglam;saglam;saglam;saglam;saglam
passat;volkswagen;1602000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;25.04.2025;2022;32516;sedan;buz gri;220;586;;250;4;66;6.2 (şi̇) / 5 (şd);16;saglam;saglam;hasarlı;çizik;saglam;saglam;saglam;çizik;saglam;saglam;değişen;saglam
tiguan;volkswagen;1600000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;22.04.2025;2022;15403;arazi aracı;beyaz;202;615;;250;4;58;6.6 (şi̇) / 5.5 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
golf;volkswagen;1569500;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;17.02.2025;2022;37714;hatchback;sarı;224;380;;250;4;50;5.9 (şi̇) / 4.1 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
golf;volkswagen;1560000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;11.02.2025;2022;31015;hatchback;kırmızı;224;380;;250;4;50;5.9 (şi̇) / 4.1 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;saglam;ezik
passat;volkswagen;1557000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;15.06.2025;2022;31270;sedan;buzul beyazı;220;586;;250;4;66;6.2 (şi̇) / 5 (şd);16;saglam;ezik;çizik;çizik;saglam;saglam;saglam;ezik;saglam;saglam;saglam;saglam
golf;volkswagen;1549500;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;var;hayır;27.01.2025;2022;39762;hatchback;gri;224;380;;250;4;50;5.9 (şi̇) / 4.1 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;boyalı;boyalı
t-roc;volkswagen;1547500;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;7.11.2025;2022;16436;arazi aracı;kırmızı;205;445;;250;4;50;6.9 (şi̇) / 4.8 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
t-roc;volkswagen;1530000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;10.03.2025;2022;7005;arazi aracı;gri;205;445;;250;4;50;6.9 (şi̇) / 4.8 (şd);;saglam;saglam;çizik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;ezik;saglam
t-roc;volkswagen;1529900;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;23.10.2023;2022;15885;arazi aracı;gri;205;445;;250;4;50;6.9 (şi̇) / 4.8 (şd);;saglam;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;saglam
tiguan;volkswagen;1529750;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;28.04.2025;2022;28912;arazi aracı;gri;202;615;;250;4;58;6.6 (şi̇) / 5.5 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;boyalı;saglam;saglam
golf;volkswagen;1519000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;7.04.2025;2022;34615;hatchback;atlantik mavi;224;380;;250;4;50;5.9 (şi̇) / 4.1 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
t-roc;volkswagen;1499000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;5.06.2025;2022;12435;arazi aracı;kırmızı siyah;205;445;;250;4;50;6.9 (şi̇) / 4.8 (şd);;saglam;saglam;boyalı;saglam;saglam;saglam;saglam;saglam;boyalı;saglam;saglam;saglam
t-roc;volkswagen;1449500;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;12.06.2025;2022;30010;arazi aracı;siyah;205;445;;250;4;50;6.9 (şi̇) / 4.8 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
t-roc;volkswagen;1449000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;24.03.2025;2022;30893;arazi aracı;beyaz;205;445;;250;4;50;6.9 (şi̇) / 4.8 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
golf;volkswagen;1435900;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;5.05.2025;2022;30624;hatchback;kırmızı;202;380;;200;3;45;5.1 (şi̇) / 3.9 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
t-roc;volkswagen;1435900;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;25.05.2025;2022;30388;arazi aracı;beyaz;205;445;;250;4;50;6.9 (şi̇) / 4.8 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;boyalı;saglam
passat;volkswagen;1435000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;3.03.2025;2022;29594;sedan;siyah;220;586;;250;4;66;6.2 (şi̇) / 5 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
golf;volkswagen;1420000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;3.04.2025;2022;28981;hatchback;gri;224;380;;250;4;50;5.9 (şi̇) / 4.1 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;değişen;değişen;boyalı;saglam
tiguan;volkswagen;1419500;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;25.02.2025;2022;30902;arazi aracı;mavi;202;615;;250;4;58;6.6 (şi̇) / 5.5 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
t-roc;volkswagen;1413000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;1.03.2025;2022;27265;arazi aracı;ravena mavi;205;445;;250;4;50;6.9 (şi̇) / 4.8 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;ezik;hasarlı;saglam
passat;volkswagen;1410000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;15.04.2025;2022;26737;sedan;gri;220;586;;250;4;66;6.2 (şi̇) / 5 (şd);16;saglam;saglam;saglam;saglam;saglam;ezik;saglam;ezik;saglam;ezik;saglam;saglam
t-roc;volkswagen;1403000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;15.04.2025;2022;24088;arazi aracı;pirit gümüş;205;445;;250;4;50;6.9 (şi̇) / 4.8 (şd);;saglam;saglam;çizik;çizik;boyalı;saglam;boyalı;saglam;saglam;saglam;saglam;saglam
taigo;volkswagen;1399000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;1.08.2025;2022;12030;arazi aracı;mercan kırmızı;191;438;;200;3;40;6 (şi̇) / 4.3 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
passat;volkswagen;1397900;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;25.02.2025;2022;42382;sedan;gri;220;586;;250;4;66;6.2 (şi̇) / 5 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
t-roc;volkswagen;1380000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;15.05.2025;2022;27442;arazi aracı;petrol mavisi;205;445;;250;4;50;6.9 (şi̇) / 4.8 (şd);;saglam;saglam;çizik,ezik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
t-roc;volkswagen;1376000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;15.05.2025;2022;27090;arazi aracı;ravenna mavisi;205;445;;250;4;50;6.9 (şi̇) / 4.8 (şd);;saglam;saglam;çizik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
t-roc;volkswagen;1374000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;17.10.2025;2022;29671;arazi aracı;saf beyaz;205;445;;250;4;50;6.9 (şi̇) / 4.8 (şd);;saglam;saglam;saglam;hasarlı;saglam;saglam;saglam;ezik;saglam;saglam;saglam;saglam
taigo;volkswagen;1365000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;21.01.2025;2022;31135;arazi aracı;mavi;191;438;;200;3;40;6 (şi̇) / 4.3 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;hasarlı;saglam;saglam;saglam
taigo;volkswagen;1360000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;21.06.2024;2022;18454;arazi aracı;mavi;191;438;;200;3;40;6 (şi̇) / 4.3 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
t-roc;volkswagen;1359900;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;12.05.2025;2022;32614;arazi aracı;mavi;205;445;;250;4;50;6.9 (şi̇) / 4.8 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
t-roc;volkswagen;1359900;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;8.05.2025;2022;33269;arazi aracı;kırmızı;205;445;;250;4;50;6.9 (şi̇) / 4.8 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
passat;volkswagen;1359000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;3.03.2025;2022;31737;sedan;gri;220;586;;250;4;66;6.2 (şi̇) / 5 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
golf;volkswagen;1355500;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;25.04.2025;2022;24092;hatchback;sarı;202;380;;200;3;45;5.1 (şi̇) / 3.8 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;ezik
taigo;volkswagen;1350000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;17.02.2025;2022;29726;arazi aracı;gri;191;438;;200;3;40;6 (şi̇) / 4.3 (şd);;saglam;saglam;çizik;saglam;saglam;çizik;çizik;saglam;saglam;saglam;saglam;çizik
taigo;volkswagen;1350000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;13.11.2024;2022;35120;arazi aracı;gri;191;438;;200;3;40;6 (şi̇) / 4.3 (şd);;saglam;saglam;saglam;saglam;ezik;saglam;saglam;saglam;saglam;saglam;saglam;saglam
taigo;volkswagen;1350000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;17.02.2025;2022;53018;arazi aracı;gri;191;438;;200;3;40;6 (şi̇) / 4.3 (şd);;saglam;saglam;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
t-roc;volkswagen;1348500;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;24.03.2025;2022;29796;arazi aracı;kırmızı;205;445;;250;4;50;6.9 (şi̇) / 4.8 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
t-roc;volkswagen;1348500;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;17.02.2025;2022;29631;arazi aracı;beyaz;205;445;;250;4;50;6.9 (şi̇) / 4.8 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
t-roc;volkswagen;1346000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;24.03.2025;2022;37274;arazi aracı;mavi;205;445;;250;4;50;6.9 (şi̇) / 4.8 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
golf;volkswagen;1339500;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;var;hayır;1.04.2025;2022;33423;hatchback;kırmızı;202;380;;200;3;45;5.1 (şi̇) / 3.9 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
golf;volkswagen;1339000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;25.05.2025;2022;38004;hatchback;sarı;202;380;;200;3;45;5.1 (şi̇) / 3.9 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
golf;volkswagen;1339000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;25.05.2025;2022;30769;hatchback;kırmızı;202;380;;200;3;45;5.1 (şi̇) / 3.9 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
golf;volkswagen;1339000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;3.03.2025;2022;21907;hatchback;sarı;202;380;;200;3;45;5.1 (şi̇) / 3.9 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
golf;volkswagen;1339000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;7.04.2025;2022;29631;hatchback;gri;202;380;;200;3;45;5.1 (şi̇) / 3.9 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
taigo;volkswagen;1336000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;3.02.2025;2022;29089;arazi aracı;duman gri;191;438;;200;3;40;6 (şi̇) / 4.3 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
taigo;volkswagen;1335000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;24.02.2025;2022;27299;arazi aracı;gri;191;438;;200;3;40;6 (şi̇) / 4.3 (şd);;saglam;saglam;çizik;saglam;saglam;çizik;çizik;saglam;saglam;çizik;çizik;saglam
golf;volkswagen;1334500;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;24.03.2025;2022;31620;hatchback;gri;202;380;;200;3;45;5.1 (şi̇) / 3.9 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;boyalı;saglam;saglam
taigo;volkswagen;1330000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;10.02.2025;2022;8575;arazi aracı;mavi;191;438;;200;3;40;6 (şi̇) / 4.3 (şd);;saglam;saglam;çizik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
c-hr;toyota;1286000;30;11.01.2024;otomatik;benzin;1,8;önden çekiş;122;hayır;hayır;10.11.2025;2022;24862;hatchback;metalik gri;170;297;;;4;43;3.2 (şi̇) / 4.2 (şd);16;saglam;saglam;saglam;çizik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
yaris cross;toyota;1279900;30;11.01.2024;otomatik;benzin;1,5;önden çekiş;125;hayır;hayır;23.10.2023;2022;20270;arazi aracı;altın sarısı;180;397;;153;3;42;0 (şi̇) / 0 (şd);;saglam;saglam;çizik;çizik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
corolla;toyota;1250000;30;11.01.2024;multitronic;benzin;1,5;önden çekiş;123;hayır;hayır;2.12.2025;2022;6100;sedan;şampanya sarısı;190;471;;153;3;50;6.7 (şi̇) / 4.6 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
c-hr;toyota;1240000;30;11.01.2024;otomatik;benzin;1,8;önden çekiş;122;hayır;hayır;10.11.2025;2022;21175;hatchback;metalik gri;170;297;;;4;43;3.2 (şi̇) / 4.2 (şd);16;saglam;ezik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
corolla;toyota;1025000;30;11.01.2024;manuel;benzin;1,5;önden çekiş;123;hayır;hayır;19.05.2025;2022;25850;sedan;gri;190;471;;153;3;50;7 (şi̇) / 4.5 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
yaris;toyota;665900;30;11.01.2024;manuel;benzin;1;önden çekiş;72;hayır;hayır;25.05.2025;2022;30644;hatchback;beyaz;160;286;;93;3;42;5.3 (şi̇) / 4 (şd);;saglam;saglam;saglam;saglam;hasarlı;saglam;saglam;saglam;saglam;saglam;saglam;saglam
swift;suzuki;874500;30;11.01.2024;otomatik;benzin;1,2;önden çekiş;90;hayır;hayır;24.06.2025;2022;30135;hatchback;mavi;175;265;;120;4;37;5.9 (şi̇) / 4.3 (şd);16;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
kodiaq;skoda;3090900;30;11.01.2024;tiptronic;dizel;2;4x4;200;var;hayır;2.07.2024;2022;24500;arazi aracı;gri;218;835;;400;4;58;6.5 (şi̇) / 4.8 (şd);;çizik;saglam;lokal boyalı, çizik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
octavia;skoda;2300000;30;11.01.2024;tiptronic;dizel;2;4x4;200;hayır;hayır;8.09.2025;2022;6051;hatchback;kırmızı;240;600;;400;4;45;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
superb;skoda;1875000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;14.04.2025;2022;24650;wagon;gri;215;630;;250;4;66;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;boyalı;saglam;saglam;saglam;saglam;saglam;saglam;saglam;boyalı
superb;skoda;1795000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;28.04.2025;2022;22682;hatchback;mavi;221;595;;250;4;66;0 (şi̇) / 0 (şd);;saglam;saglam;lokal boyalı;saglam;saglam;saglam;çizik;çizik;saglam;saglam;saglam;saglam
karoq;skoda;1763000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;27.08.2025;2022;16970;arazi aracı;çelik gri;210;521;;250;4;50;6.7 (şi̇) / 4.7 (şd);;saglam;saglam;çizik;çizik;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
superb;skoda;1750000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;14.02.2025;2022;31000;hatchback;gümüş gri;221;595;;250;4;66;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
karoq;skoda;1685000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;9.09.2025;2022;23307;arazi aracı;gri;210;521;;250;4;50;6.7 (şi̇) / 4.7 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
karoq;skoda;1474000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;7.04.2025;2022;21494;arazi aracı;mavi;210;521;;250;4;50;6.7 (şi̇) / 4.7 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
kamiq;skoda;1315000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;9.04.2025;2022;23800;arazi aracı;yarış mavisi;218;400;;250;4;50;6.4 (şi̇) / 4.2 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
kamiq;skoda;1239500;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;28.02.2025;2022;30449;arazi aracı;mavi;218;400;;250;4;50;6.4 (şi̇) / 4.2 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
kamiq;skoda;1239000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;hayır;hayır;3.03.2025;2022;30763;arazi aracı;mavi;218;400;;250;4;50;6.4 (şi̇) / 4.2 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
octavia;skoda;1194750;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;24.03.2025;2022;44849;hatchback;mavi;208;600;;200;3;45;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
kamiq;skoda;1190000;30;11.01.2024;tiptronic;benzin;1,5;önden çekiş;150;var;hayır;3.03.2025;2022;29169;arazi aracı;mavi;218;400;;250;4;50;6.4 (şi̇) / 4.2 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
kamiq;skoda;1187500;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;10.06.2025;2022;29805;arazi aracı;beyaz;198;400;;200;3;50;5.8 (şi̇) / 4.1 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
octavia;skoda;1184500;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;6.01.2025;2022;52531;hatchback;beyaz;208;600;;200;3;45;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
scala;skoda;1133000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;18.08.2025;2022;28610;hatchback;mavi;202;467;;200;3;50;5.9 (şi̇) / 4 (şd);;saglam;saglam;çizik;çizik;saglam;ezik;ezik;saglam;saglam;çizik, ezik;çizik;saglam
scala;skoda;1133000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;11.08.2025;2022;27712;hatchback;beyaz;202;467;;200;3;50;5.9 (şi̇) / 4 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;ezik;saglam
kamiq;skoda;1079000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;3.02.2025;2022;30433;arazi aracı;mavi;198;400;;200;3;50;5.8 (şi̇) / 4.1 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
kamiq;skoda;1074500;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;7.04.2025;2022;43060;arazi aracı;mavi;198;400;;200;3;50;5.8 (şi̇) / 4.1 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
kamiq;skoda;1019750;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;24.01.2025;2022;29161;arazi aracı;turuncu;198;400;;200;3;50;5.8 (şi̇) / 4.1 (şd);;saglam;saglam;saglam;saglam;saglam;değişen;değişen;lokal boyalı;saglam;saglam;saglam;saglam
scala;skoda;995000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;31.10.2025;2022;36700;hatchback;çelik gri;202;467;;200;3;50;5.9 (şi̇) / 4 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
scala;skoda;980000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;28.02.2025;2022;30730;hatchback;gümüş;202;467;;200;3;50;5.9 (şi̇) / 4 (şd);;saglam;saglam;hasarlı;hasarlı;saglam;saglam;saglam;ezik;saglam;saglam;saglam;ezik
fabia;skoda;971000;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;31.01.2025;2022;20741;hatchback;mavi;205;380;;200;3;50;0 (şi̇) / 0 (şd);;saglam;saglam;saglam;saglam;saglam;ezik;saglam;saglam;saglam;saglam;saglam;saglam
scala;skoda;969900;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;26.05.2025;2022;34922;hatchback;gri;202;467;;200;3;50;5.9 (şi̇) / 4 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
scala;skoda;969900;30;11.01.2024;tiptronic;benzin;1;önden çekiş;110;hayır;hayır;5.05.2025;2022;31651;hatchback;gri;202;467;;200;3;50;5.9 (şi̇) / 4 (şd);;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam;saglam
